latitud;longitud;precio_numero;num_banos;num_habitaciones;m2;anio_construccion;Parqueadero;Parque;Avenidas_principales;Colegios;Armario;Balcon;Patio;Bodega;Seguridad;OBJECTID;CODPAR;distancia_minima_TRANSITO;distancia_minima_SEGURIDAD;distancia_minima_SALUD;distancia_minima_FINANZAS;distancia_minima_ENTRETENIMIENTO;distancia_minima_EDUCACION
-0.91319049;-80.50166254;90000;3;3;130;2011;1;0;1;1;0;0;1;0;0;614;5885;0.940139849;2.245004348;0.52987343;0.585057014;0.377608629;5.942176007
-0.873547278;-80.53939009;160000;10;9;93;2013;1;1;1;1;1;1;0;1;0;331;770;0.424804133;0.542910322;0.203576592;0.550305159;0.42983067;0.171316824
-1.054851718;-80.45366661;43000;2;3;100;2016;1;1;1;1;1;0;1;0;0;626;6770;0.025277259;0.196965248;0.251901612;0.144508997;0.212373552;0.490677294
-0.896631292;-80.50071319;140000;4;5;93;2007;1;0;1;1;0;1;1;1;0;614;5885;1.072803901;0.43397709;0.52987343;0.585057014;0.377608629;7.374329001
-1.045710559;-80.65901275;82000;1;4;93;2016;1;0;1;1;0;0;1;0;0;611;5665;0.424804133;0.542910322;7.400027369;0.585057014;8.04140033;0.389525669
-0.964419148;-80.70885353;150000;3;3;420;2015;1;0;1;1;0;0;0;0;0;647;6155;0.424804133;0.542910322;0.52987343;0.585057014;0.377608629;0.389525669
-0.873864431;-80.54049915;150000;5;5;316;2000;1;1;1;1;0;0;1;0;1;331;770;0.424804133;0.542910322;0.077144127;0.455896679;0.321532946;0.150190303
-0.872121351;-80.53937011;58000;2;2;93;2017;1;0;1;0;0;1;1;0;0;331;770;0.424804133;0.542910322;0.280619975;0.685772008;0.552265214;0.093942001
-0.970897098;-80.70624231;85000;4;4;105;2017;1;0;1;0;0;0;0;0;0;648;6745;0.424804133;0.542910322;0.52987343;0.585057014;0.377608629;0.389525669
-0.859905384;-80.53150174;89000;8;9;367;2017;1;0;1;0;0;0;0;0;0;331;770;0.424804133;0.542910322;0.978857984;2.300103586;0.330310037;1.678698011
-0.868636529;-80.53802825;235000;8;8;93;2010;0;0;1;0;0;0;0;0;0;331;770;0.424804133;0.542910322;0.679742472;1.09882211;0.946401481;0.4682595
-1.099997245;-80.4103477;170000;10;5;32250;2020;0;0;1;0;0;1;0;0;1;633;5265;0.424804133;0.542910322;0.52987343;4.360126258;0.650386115;0.674823765
-0.858768256;-80.53482768;298000;2;3;240;2017;1;0;1;0;0;0;0;0;0;331;770;0.424804133;0.542910322;0.831077623;2.247277498;0.535415301;1.613023772
-0.861128334;-80.53384063;120000;4;4;93;2015;1;1;1;1;0;0;0;0;1;331;770;0.424804133;0.542910322;1.084055221;2.053810714;0.300072457;1.423990117
-1.045526573;-80.65986156;32000;1;2;56;2018;1;1;0;0;0;0;1;0;0;611;5665;0.424804133;0.542910322;7.496579799;0.585057014;8.137681894;0.389525669
-1.175226044;-80.7727046;180000;2;2;40000;2024;0;1;0;0;0;0;0;0;0;611;5665;0.424804133;0.542910322;23.72026156;0.585057014;24.52624777;0.389525669
-0.857631297;-80.53373702;135000;2;2;180;2010;1;1;0;0;0;0;0;0;0;331;770;0.424804133;0.542910322;0.695098709;2.410514969;0.369325234;1.776613272
-0.858450109;-80.53176202;220000;2;2;155;2017;1;1;0;0;0;0;0;0;0;331;770;0.424804133;0.542910322;0.815026749;2.425412648;0.26739171;1.798039158
-0.862736831;-80.53489312;120000;4;4;200;2015;1;1;0;0;0;0;0;0;0;331;770;0.424804133;0.542910322;1.269781433;1.841337782;0.347125904;1.210694437
-0.871540636;-80.53947765;65000;2;3;77;2017;1;0;1;0;1;0;1;0;1;331;770;0.424804133;0.542910322;0.321371375;0.73798162;0.600360859;0.112370881
-0.199834877;-78.50787113;480000;2;2;93;2001;1;1;1;1;1;1;1;1;1;982;7130;0.424804133;0.542910322;0.52987343;0.585057014;0.377608629;0.389525669
